cycles  125000
workers 8


alpha   0.45
E       552.815
E/Nd    0.552815
var     1.32396e+06
accept  0.681914

alpha   0.5
E       500
E/Nd    0.5
var     1.04096e-27
accept  0.666683

alpha   0.55
E       502.26
E/Nd    0.50226
var     4.56003
accept  0.652285
