cycles  125000
workers 8


alpha   0.45
E       1001.44
E/Nd    0.667627
var     2.31107e+07
accept  0.601887

alpha   0.5
E       750
E/Nd    0.5
var     3.22621e-27
accept  0.58362

alpha   0.55
E       753.403
E/Nd    0.502269
var     6.85541
accept  0.56643
