cycles  500
workers 2


alpha   0.45
E       15.1636
E/Nd    0.505453
var     0.19144
accept  0.6026

alpha   0.5
E       15
E/Nd    0.5
var     1.03814e-30
accept  0.5838

alpha   0.55
E       14.9695
E/Nd    0.498984
var     0.187738
accept  0.5702
