cycles  500000
workers 2


alpha   0.45
E       50.2794
E/Nd    0.502794
var     0.554302
accept  0.68212

alpha   0.5
E       50
E/Nd    0.5
var     1.3184e-29
accept  0.6666

alpha   0.55
E       50.2271
E/Nd    0.502271
var     0.453523
accept  0.652279
