cycles  125000
workers 8


alpha   0.45
E       252.318
E/Nd    0.504636
var     1240.77
accept  0.793971

alpha   0.5
E       250
E/Nd    0.5
var     2.7252e-28
accept  0.783645

alpha   0.55
E       251.13
E/Nd    0.502261
var     2.27332
accept  0.773943
