cycles  500
workers 2


alpha   0.45
E       10.0481
E/Nd    0.502407
var     0.112991
accept  0.6831

alpha   0.5
E       10
E/Nd    0.5
var     2.4928e-31
accept  0.6717

alpha   0.55
E       10.0223
E/Nd    0.501115
var     0.0996663
accept  0.6649
