cycles  500000
workers 2


alpha   0.45
E       1.50864
E/Nd    0.50288
var     0.0167997
accept  0.602156

alpha   0.5
E       1.5
E/Nd    0.5
var     1.02754e-32
accept  0.582994

alpha   0.55
E       1.50654
E/Nd    0.50218
var     0.0136973
accept  0.566347
