5
x  y  z
580 557 0
543 628 0
688 598 0
727 650 0
779 684 0
878 828 0
832 737 0
925 806 0
877 925 0
978 966 0
1022 1036 0
1055 1097 0
1168 1130 0
1152 1289 0
1331 1233 0
1274 1436 0
1466 1554 0
1543 1576 0
1770 1711 0
1554 1819 0
1842 1830 0
2003 1982 0
2084 1969 0
2280 2185 0
2338 2137 0
2665 2384 0
2588 2543 0
2734 2693 0
2858 2826 0
2994 3075 0
3352 3196 0
3322 3270 0
3581 3493 0
3711 3872 0
4102 3887 0
4139 4150 0
4404 4532 0
4679 4644 0
4795 4957 0
5176 4952 0
5562 5710 0
5782 5514 0
6040 6241 0
6435 6508 0
6682 6608 0
7008 7361 0
7501 7457 0
7694 7479 0
8086 8102 0
8557 8693 0
9168 9286 0
9513 9353 0
10251 10310 0
10440 10435 1
11207 10943 0
11618 11921 0
12491 12475 0
12816 12757 0
13253 13453 0
14507 14172 0
15069 14893 0
16054 15253 0
16528 16288 0
17354 17087 0
17630 18306 0
18698 19362 0
19430 20390 1
20681 20965 0
21987 21783 1
22562 22915 1
24097 23764 0
25097 25481 0
26329 25823 0
27573 27424 0
28766 28015 3
30251 29968 5
31335 32014 1
32640 32829 3
34013 34493 4
36081 36131 0
37474 37715 5
39359 39223 0
40703 41201 2
42992 42334 18
44232 45181 0
46802 46638 4
49271 48195 11
50212 51041 10
53629 52969 12
55287 54502 10
58290 57967 15
60001 60369 8
63861 62929 20
65263 65238 20
68867 68699 7
71044 71168 14
74268 73974 20
77865 77748 24
81035 80992 39
83574 83601 47
87166 87456 38
90736 90012 41
94631 94117 49
97931 97589 77
102397 101735 48
106591 105747 79
111323 109262 78
113656 114565 99
120136 119160 109
125032 124548 109
129218 129430 89
133768 133363 141
137791 139458 133
144980 144922 227
150646 150376 179
155386 155496 220
161027 162631 242
167396 168655 278
173282 174004 316
179746 178433 320
187192 186236 320
193095 195430 424
200698 198987 392
208071 208023 504
215660 214670 563
221966 222022 586
230584 230947 747
239001 237609 785
247907 245834 854
255792 257932 989
266396 265166 945
274405 273450 1115
282122 283135 1323
293428 293693 1314
302993 303988 1448
311743 313327 1789
324022 321180 1887
334687 334990 2004
345455 342747 2195
357019 356836 2651
367216 367315 2651
378014 379620 2820
392047 392149 3164
403131 404179 3555
417283 418002 3879
429242 429233 4369
440773 444856 4751
456769 457328 5167
471140 472126 5895
482590 486899 6337
501499 499597 6839
517644 514116 7659
529738 531831 8299
545697 547717 9269
561711 559785 9911
576845 579294 10609
595883 596620 11827
613008 612689 12722
629237 631184 14322
646624 649981 14962
665829 666203 16241
686239 685764 17726
702758 706853 19312
721926 723596 21045
741870 741992 22609
765019 764783 24555
784948 785148 26957
808776 806933 28437
828235 827785 31382
847816 845329 33694
871874 870216 36704
894785 895223 39669
916248 915685 43316
938293 936403 46285
963675 963923 50125
986534 988203 53834
1008629 1010261 57656
1036581 1033901 61946
1063060 1063611 66946
1085652 1089866 71832
1112208 1111097 77675
1138809 1138512 83589
1166460 1166907 90442
1194147 1194015 95964
1223226 1222167 102955
1250091 1250783 110118
1277290 1276681 117758
1309778 1310051 126029
1334867 1337531 135782
1367023 1369169 144727
1395389 1397968 155210
1426580 1424605 165634
1458751 1455878 177101
1489435 1486318 189090
1515506 1524430 202022
1549052 1550890 215343
1583178 1584751 228903
1612128 1616875 242209
1650188 1648155 259632
1679055 1683884 275580
1715302 1715750 293402
1749095 1752111 309895
1783859 1781361 329793
1820339 1819283 349758
1856203 1851193 373351
1888285 1886118 395609
1918879 1922881 419342
1962453 1963624 442849
1997191 1996917 470252
2032074 2030061 496353
2067600 2068796 524967
2105514 2109944 552734
2146197 2142428 585028
2178901 2177876 616263
2213223 2216255 649886
2251309 2253596 685114
2289869 2289754 721143
2327157 2329450 761610
2368338 2368264 800976
2405255 2407399 838432
2446715 2447458 883476
2480447 2486677 927789
2524537 2524630 971193
2564225 2565053 1023378
2604721 2603639 1070811
2637287 2644441 1124121
2679532 2677332 1180321
2722935 2717748 1234134
2761868 2765358 1288347
2798894 2801152 1355260
2837130 2836488 1409449
2879047 2876292 1476189
2918090 2914362 1540551
2956890 2958955 1607562
2994736 2997661 1674462
3042128 3038830 1750605
3074442 3085140 1820377
3115940 3117178 1894466
3152432 3160674 1970728
3196085 3199060 2052331
3236037 3237899 2133208
3276433 3275301 2215405
3310520 3313433 2300743
3355944 3353307 2387841
3388767 3401852 2473837
3433614 3430508 2564129
3472385 3471691 2658750
3505901 3511181 2757587
3550954 3547260 2850685
3586455 3590513 2949568
3621724 3625647 3047692
3661951 3661247 3151077
3700245 3705500 3249189
3734985 3737017 3360408
3771325 3771565 3461991
3807071 3813566 3576307
3850340 3856034 3679433
3883407 3880965 3788348
3928813 3919540 3909633
3958750 3960961 4016871
3995074 3995400 4129605
4028789 4029472 4246267
4055563 4061315 4362672
4094135 4098938 4474226
4132416 4127654 4596623
4161050 4163330 4711103
4194833 4195213 4832856
4229316 4233994 4949914
4263755 4253988 5066712
4294292 4285390 5183364
4322582 4324042 5305747
4355175 4354382 5429517
4385320 4383607 5546163
4408406 4411830 5665449
4439550 4442316 5781161
4475171 4470574 5902518
4499644 4494563 6016778
4531597 4523714 6136943
4556342 4554219 6248188
4580765 4579882 6363721
4603727 4601305 6483841
4628844 4637059 6589674
4656475 4654924 6701677
4678400 4680516 6814412
4700734 4702798 6923797
4727290 4730078 7028580
4746527 4742044 7136744
4768567 4773941 7225745
4790282 4790654 7330818
4810653 4808891 7425923
4830132 4833925 7528542
4849775 4851380 7615174
4865869 4867992 7703445
4884200 4882786 7795098
4900898 4897906 7880645
4916587 4917094 7954860
4935731 4940578 8031868
4944760 4950743 8112964
4966872 4961780 8179474
4968289 4971957 8259536
4988148 4990109 8314976
5001701 4997310 8386659
5011124 5007489 8434884
5024517 5019182 8476342
5031880 5031980 8546942
5034655 5036413 8596872
5043369 5051049 8642527
5056046 5058015 8684942
5064118 5063564 8711865
5068444 5068264 8732580
5068547 5067712 8762491
5078632 5082297 8788629
5074402 5078057 8800524
5082296 5082532 8832274
5082399 5085341 8836439
5083382 5088214 8839496
5085837 5087158 8844929
5091685 5087149 8835536
5091843 5089068 8837649
5079164 5076506 8824558
5076985 5076458 8807732
5079806 5083059 8780450
5076580 5071763 8765535
5064569 5075438 8742053
5060741 5059833 8708233
5053695 5051742 8677949
5055203 5048079 8628212
5038704 5035506 8587232
5030423 5027599 8542346
5028880 5021201 8488460
5010200 5010318 8433068
5006634 5005899 8386868
4995996 4991205 8315097
4974487 4977904 8250917
4959181 4961940 8182122
4955545 4951465 8111219
4934937 4932394 8044315
4919658 4916748 7957518
4898774 4905813 7872251
4888642 4893263 7795031
4867838 4869011 7714353
4845877 4849333 7612436
4833458 4834603 7519123
4810910 4810040 7432890
4794232 4785776 7325073
4771272 4771128 7234596
4747086 4746018 7127812
4730098 4732165 7032772
4702579 4703427 6923258
4683894 4679160 6818728
4657545 4655173 6707427
4635054 4635518 6591163
4612791 4602350 6476448
4581957 4581003 6358987
4557460 4555619 6254611
4523609 4522768 6131514
4501213 4501672 6017535
4477396 4475715 5899122
4443460 4440494 5781937
4412897 4415686 5665733
4380625 4382816 5549209
4356930 4352947 5426491
4324766 4324022 5308008
4290248 4295759 5187105
4257264 4253647 5063211
4231653 4228673 4952059
4197591 4201549 4832037
4167882 4155865 4718692
4133358 4127869 4592146
4104473 4091126 4471200
4060198 4065513 4357621
4027588 4025713 4239853
3992000 3992978 4127970
3959919 3955476 4019932
3920079 3923965 3903497
3887406 3886875 3791178
3846843 3844666 3684391
3814017 3815436 3571089
3777711 3774789 3463038
3741124 3740645 3355950
3706040 3706828 3251445
3667809 3668259 3149944
3628436 3624472 3049514
3589326 3586581 2945447
3548279 3546027 2849007
3509809 3506911 2748524
3474709 3475386 2659426
3433318 3431854 2568579
3392866 3395531 2475428
3351407 3354663 2385959
3315694 3317691 2298742
3281000 3279336 2214063
3239474 3235455 2128720
3194738 3194771 2052241
3149655 3156988 1973954
3122238 3117137 1891943
3082519 3077672 1819372
3040768 3037738 1743732
2997314 3005395 1676046
2963192 2961836 1605168
2915510 2920260 1540638
2885052 2877315 1475660
2843084 2840593 1409967
2799115 2804012 1351040
2759211 2765964 1292817
2727636 2718001 1231925
2684503 2683299 1181565
2642369 2642326 1125690
2601344 2597465 1073695
2561952 2559455 1020698
2523457 2524591 974453
2487857 2487915 929227
2447225 2447672 884727
2411519 2405479 841043
2371305 2367773 799884
2328919 2332030 760077
2292406 2295518 720613
2259812 2255396 683712
2221717 2215722 649620
2181436 2182244 616451
2145410 2141665 584444
2108620 2107185 552691
2066708 2067500 521318
2034607 2031200 494941
1998653 1998602 470976
1956307 1959666 442221
1922336 1925724 417940
1888998 1888133 393799
1851924 1853715 372187
1821071 1821048 351223
1785088 1787233 329776
1747622 1753445 312733
1720735 1720563 293774
1682729 1682963 277243
1653616 1650274 259791
1617218 1615479 244235
1587207 1585928 229314
1554079 1550185 214137
1518607 1516111 200573
1488297 1487297 188743
1463031 1460206 177683
1427479 1427378 165362
1397999 1396814 155581
1369759 1371176 144085
1336247 1336343 136168
1308608 1305210 126813
1276742 1282796 118314
1249538 1252661 110562
1223133 1221116 102624
1195852 1195456 95393
1169064 1172174 89124
1140343 1142166 83401
1115375 1115377 78538
1088033 1091596 73063
1063956 1062309 67036
1038200 1040184 62518
1012490 1013271 58506
990469 987403 53996
963922 962676 50149
940298 938922 45814
917627 917319 42114
894215 893722 39246
870210 873704 37195
845652 848043 34160
826405 830687 31742
807422 807180 29115
786582 787241 26787
764756 764835 24665
742851 747294 22928
727178 724007 20906
708531 704779 19283
687093 686683 17617
666630 666020 16362
645917 648477 15147
635934 631296 13930
616371 613044 12587
595362 595966 11680
578374 578218 10630
563968 563705 9859
547590 545958 9061
532036 532585 7929
513588 515290 7500
501628 500973 6745
486303 487716 6385
471980 469644 5532
459373 456761 5260
444832 445114 4801
431162 432066 4355
418730 417784 3756
403995 405143 3813
392774 390423 3385
378899 379710 2979
368811 368634 2968
356854 357788 2521
344436 343926 2242
334944 333470 2058
323340 323059 1920
314003 312735 1710
302471 301830 1397
293584 293714 1344
284965 283152 1097
274860 271734 1143
265356 263554 1045
255881 255275 918
248299 247550 766
238670 238209 747
231116 232567 723
223803 223388 672
215773 216775 524
207643 209666 494
201515 200877 454
194294 193565 396
186385 186104 403
179186 180592 313
174360 173637 317
167653 166679 272
161249 162473 231
154749 156307 189
150277 150038 184
143990 143525 187
139168 139790 184
135213 134568 123
129499 129088 127
124570 124026 104
120230 119171 77
114695 114916 88
110063 111519 84
106090 107361 73
101571 103178 72
98174 98978 50
94410 94662 49
91075 90526 34
87361 87195 35
83842 83509 28
81014 80584 25
77103 77326 36
74476 74130 38
70343 71589 18
68500 68665 24
65548 65509 34
62891 63151 24
60300 60301 3
57917 57985 7
55697 55991 14
53795 53598 12
51398 51230 8
49279 49202 12
47343 46534 3
45453 45028 1
43414 43267 8
40991 40764 0
39739 39360 10
37083 37573 12
35862 36101 1
34084 35113 4
32758 33445 3
31605 31598 0
29639 30115 5
28640 28605 1
27415 27665 0
26223 25986 1
25140 24988 0
24077 23990 2
23192 22572 0
21857 21959 0
20523 21047 2
19983 20173 0
19396 18660 2
18578 18199 0
16895 16817 0
16333 16464 1
15826 15599 0
15071 15264 2
14392 14109 0
13776 13632 0
12606 12903 0
12290 12251 0
11577 11458 1
11030 11223 0
10388 10571 0
10197 9953 0
9447 9258 0
9277 9010 0
8615 8839 0
8181 8076 0
7934 7896 0
7421 7429 0
6979 7295 0
6664 6783 0
6529 6336 0
6226 5980 0
5729 5776 0
5447 5532 0
5311 5407 0
4901 5076 0
4748 4709 0
4400 4539 0
4102 4308 0
4054 3867 0
3859 3735 0
3668 3718 0
3436 3467 0
3170 3167 0
2863 3058 0
2916 2891 0
2542 2772 0
2642 2556 0
2470 2445 0
2451 2391 0
2026 2216 0
1984 2165 0
1918 1972 0
1631 1895 0
1739 1733 0
1665 1673 0
1540 1600 0
1467 1445 0
1439 1450 0
1370 1250 0
1256 1421 0
1135 1265 0
1114 1019 0
1070 1024 0
948 1007 0
934 977 0
812 961 0
797 820 0
826 871 0
632 710 0
681 683 0
628 673 0
581 676 0
543 596 0
538 580 0
438 581 0
424 496 0
418 442 0
398 441 0
363 488 0
381 362 0
348 363 0
267 395 0
310 302 0
301 312 0
274 262 0
335 283 0
258 236 0
207 271 0
172 212 0
178 191 0
191 185 0
167 184 0
158 171 0
135 136 0
162 171 0
138 136 0
105 140 0
109 95 0
99 87 0
127 150 0
90 78 0
115 129 0
76 114 0
84 83 0
82 87 0
60 64 0
78 56 0
77 56 0
62 61 0
50 70 0
63 39 0
36 52 0
35 24 0
48 51 0
35 51 0
27 31 0
22 32 0
29 54 0
33 33 0
11 19 0
30 22 0
24 25 0
40 31 0
33 27 0
11 29 0
13 5 0
17 7 0
11 14 0
13 14 0
11 8 0
19 20 0
11 6 0
4 16 0
7 15 0
7 17 0
9 11 0
8 8 0
1 6 0
1 17 0
3 17 0
3 14 0
4 12 0
5 5 0
7 0 0
4 3 0
1 0 0
4 0 0
1 0 0
1 5 0
2 0 0
9 0 0
3 6 0
5 0 0
1 1 0
1 2 0
0 5 0
5 0 0
0 1 0
0 1 0
0 0 0
0 0 0
0 7 0
1 0 0
0 0 0
0 0 0
5 3 0
0 2 0
0 0 0
0 0 0
0 0 0
3 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2 4 0
1 0 0
1 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
