cycles  333
workers 3


alpha   0.45
E       24.4789
E/Nd    0.815965
var     0.470576
accept  0.522122

alpha   0.5
E       24.4071
E/Nd    0.813571
var     0.00425784
accept  0.507808

alpha   0.55
E       24.5157
E/Nd    0.817191
var     0.484998
accept  0.486486
